"","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample20","Sample6","Sample63","Sample7","Sample8","Sample9"
"Vmn1r100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r12",0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"Vmn1r120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r13",1,2,2,1.013,0,0,0,0,0,3,1,2,3,0,0
"Vmn1r130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r16",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Vmn1r160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r168",0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"Vmn1r169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r18",3.977,8.993,3.985,3.769,8.004,7.999,1.003,0,5.908,4.153,2.858,6.002,3.004,1,1
"Vmn1r180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r183",0,0,0,0,1,0,1,0,2.005,0,0,0.686,0,0,1
"Vmn1r184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r190-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r191",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Vmn1r192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r197",2.862,2.013,2,1.974,2,3,2,3.984,8,0,1.003,0,2.632,2.012,0
"Vmn1r198",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r20",1,1,0,0,0,0,4,0,2,1,1,0,0,0,0
"Vmn1r200",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Vmn1r201",0,0,1,0,0,1,0,0.974,1,0,0,0,1,1.999,0
"Vmn1r202",0,0,0,0,2.928,1.032,0.964,0.902,1.952,0,3.071,1,0,1.003,0
"Vmn1r203",0,0,1,1.004,5.013,1,1,4,1.007,0,0,0,0,1.999,0
"Vmn1r204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r206",1,0,0,0,0,0,2.024,0,0,0,0,1.799,0,0,0
"Vmn1r207",1.011,0,0,1,0,1.031,0,0,1,0,0,1,1,1.004,1.01
"Vmn1r208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r209",1,1,0,2,2,0,0,0,0,0,1,0,1.009,0,1.995
"Vmn1r21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r210",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r213",0,0,0,0,0,1,0,0,0,2,0,0,1,0,3
"Vmn1r214",0,1,0,1,0,1,0,1,1,0,0,0,2,0,0
"Vmn1r215",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Vmn1r216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r218",4.001,1,0,2,3.014,2,4.297,1,5.038,2.974,2.261,2.281,3.718,1.136,0
"Vmn1r219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r221",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Vmn1r222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r224",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Vmn1r225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r227",3.121,0.775,4.584,0,3.42,0,6.821,0,1.56,0,3.57,1.016,2.368,0,0
"Vmn1r228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r229",12.486,10.546,10.568,10.52,8.884,9.664,9.394,7.804,10.387,7.033,4.778,4.78,8.584,5.375,8.69
"Vmn1r23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r233",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Vmn1r234",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Vmn1r235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r236",1,2,0,2,2,1.093,0,0,3,0,0,0,1,1,0
"Vmn1r237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r26",1,0,1,0,1,1,2.999,0,0,0,0,0,0,0,0
"Vmn1r261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r32",0,0,0,0,0,0,0,0,0,0,0,2.002,0,0,0
"Vmn1r33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r34",0,0,0,0,0,0,0,0,0,0,0,2.038,0,0,0
"Vmn1r35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r38",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r4",0,1.001,0,0,0,0,0,0,1.368,0,0.973,0,8.016,2.006,4.001
"Vmn1r40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r43",1,0,0,3.002,1.008,0,0,0,0,0,0,0,0,0,0
"Vmn1r44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r46",4.001,3,0,1,1,0,3,0,6,2,2,0,0,0,1
"Vmn1r47",0,0,0,0,0,0,0,0,0,0,0,1.063,0,0,1.008
"Vmn1r48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r55",4.154,9.97,5,6,2.598,7.121,7.028,1.052,9.929,7,10.538,7.831,6,3,2
"Vmn1r56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r58",3.215,1,1.914,1.94,0,4.221,2.965,1.86,5.919,3.069,0,2.782,1.267,4.938,1
"Vmn1r59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r6",1,6,0,0,0,2,1,0,0,0,0,0,1,0,0
"Vmn1r60",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"Vmn1r61",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Vmn1r62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r68",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Vmn1r7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r72",1.001,3,0,0,1,0,0,0,0,0,0,2,1,1,2
"Vmn1r73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r76",1.796,8.377,1,1.147,0,6.453,0,2.808,3.251,4.456,4.032,2.353,1.597,3.835,3.868
"Vmn1r77",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Vmn1r78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r81",10.778,19.262,6.107,14.094,2.198,10.496,6.963,3,8.855,10.942,9.586,8.934,6.244,4.094,2.946
"Vmn1r82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r83",0,0,0,0,0,0,0,0,1.005,0,0,0,0,0,0
"Vmn1r84",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Vmn1r85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r86",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Vmn1r87",5,1,0,1,1,0,0,1,1,1,0,1,1,0,2
"Vmn1r88",4.988,9.015,3,6.998,1,6,2,1.049,6.454,3.008,4.065,5,5,1,3
"Vmn1r89",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Vmn1r9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r90",1,1.16,0,1,0,0,1,0,0,0,0,0,0,0,0
"Vmn1r91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn1r95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps25",2.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Vmn2r-ps32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps36",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Vmn2r-ps37",1.998,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Vmn2r-ps38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps88",1,0.969,1,0,1.042,0,0,0,0,1,0,0,0,1,0
"Vmn2r-ps89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r-ps99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r1",6.509,8.932,7.374,6.301,6.862,5.222,4.516,4.005,15.588,4.226,9.73,4.385,2.021,5.601,0
"Vmn2r10",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Vmn2r100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r102",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Vmn2r103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r107",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Vmn2r108",3.001,10.182,4.994,9.125,2.03,6.452,3.683,2,3.033,7.525,6.19,2.573,2.244,1,2.038
"Vmn2r109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r112",1.138,0,1,3,0,0,0,0,0,1,0,0,1.368,1.989,0
"Vmn2r113",1,0,0,0,0,0,1.01,0,3,1,0,0,0,1.019,0
"Vmn2r114",8.24,12.619,2.581,6,3.145,3.879,3.029,10.45,4.001,5,9.777,6.346,9.352,1.51,4.012
"Vmn2r115",24.135,44.762,21.004,15.331,34.292,25.017,26.146,23.74,28.849,21.356,24.524,17.614,20.826,26.771,26.268
"Vmn2r116",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Vmn2r117",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Vmn2r118",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"Vmn2r12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r120",0,6.021,3,5,3,1.324,2,3,3,7,0,1,3.046,1,1
"Vmn2r121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r124",3.155,4.85,0,0,0,0,0,1,4.983,0,0,0,0,2.026,1
"Vmn2r127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r128",0,0,0.988,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r17",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Vmn2r18",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Vmn2r19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r20",0,3.106,0,0,0,2,0,0,1.005,1.31,1.394,0,1,1,0
"Vmn2r21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r23",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"Vmn2r24",2,1,0,5,3,2,1,1,3,4.207,3,0,1,1,0
"Vmn2r25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r26",2,0,1,0,0,0,3,0,2,1,2,1,1,0,1.002
"Vmn2r27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vmn2r28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
